question,selected,diversity
取保侯审期间酒后驾车交警抓住怎么处理？,"取保候审期间酒驾被查如何影响保证金和审判结果？, 取保候审期间酒驾被交警发现会被怎样处罚？, 在取保候审期内如果酒驾被查会有什么后果？, 在取保候审期间酒后驾驶被交警抓到怎么办？, 取保候审期间发生酒驾事件该如何处置？",6.330899000167847
公司破产孕妇怎么赔偿,"用人单位破产，孕妇的赔偿如何计算？, 公司破产时，孕妇的补偿基准是什么？, 在公司破产的情况下，怀孕职工的赔偿标准是怎样的？, 如果单位破产，孕妇会得到多少赔偿？, 孕妇在公司破产后的赔偿包括哪些方面？",5.4982538521289825
委托专业律师草拟购房合同多少费用,"请问委托律师草拟购房合同的费用范围大概是怎样的？, 找律师为我草拟购房合同，费用通常是多少？, 我委托律师草拟购房合同，费用如何计算？, 如果我请律师为我准备购房合同，费用大概需要多少？, 请问购买房产时，委托律师起草合同的费用大约多少？",6.250223815441132
签了购房合同等于取得房屋产权吗,"购房合同是否等同于房屋产权转移的完成？, 购房合同签订后，为什么还需要等待房产证才能证明产权归购房者？, 购房合同签署后，是否立即意味着产权转移？, 完成购房合同签署后，购房人如何才能获得房屋产权？, 购房合同签字后，购房人是否已经取得房屋的所有权？",5.382209032773972
迷信诈骗团伙老板和骨干会被判刑多少年,"骗取公私财物并达到特别巨大数额，诈骗团伙的成员会被判多长时间？, 骗局团伙的老板如果犯了诈骗罪，最多会被判多少年？, 团伙成员如果在诈骗案件中情节特别严重，通常会判多少年？, 诈骗团伙负责人涉及特别巨大金额的诈骗案件，会有怎样的判决？, 骗取大量财物并有其他特别严重情节的诈骗犯，将面临多久的刑期？",4.27943243086338
婚后买房，婆婆出了一半钱，离婚房怎么分,"婚后买的房，婆婆出了一半的钱，离婚时怎么分配这套房产？, 婚后购买的房子，婆婆帮助出资，离婚时该如何分割？, 婚后买房，婆婆出了一半资金，离婚时房产分割要怎样做？, 婚后买的房，婆婆出了一部分资金，离婚时如何分配房子？, 婚后买房，婆婆出资一半，离婚时房产如何分配？",7.495757043361664
你好，我问农村住宅基地申请书怎么写？,"如何在农村申请土地用作住房建设？, 农村住宅用地申请书该如何撰写？, 农村自建住房需要申请的土地条件有哪些？, 农村住宅基地申请书中，土地使用的四至应怎么描述？, 农村住宅基地主体申请书要如何填写？",4.983890205621719
刑事案件，怎么收费，请律师都是有哪些费用,"不同的律师对于刑事案件的收费有何不同之处？, 在刑事案件中，律师的收费标准和案件的具体情况有何关系？, 请律师处理刑事案件时，收费与案件的严重性有关吗？, 请律师处理刑事案件时的收费方式是什么？, 选择律师处理刑事案件，费用通常会受到哪些因素影响？",5.0382565557956696
别人欠我工资我到法院起诉都要提供些什么材料,"向法院提起诉讼时，欠薪案件的证据应该如何整理？, 欠薪问题能直接起诉到法院吗？需要哪些文件？, 如果我想通过法院解决欠薪问题，我需要准备哪些材料？, 如何通过劳动仲裁解决工资纠纷？仲裁前需要哪些材料？, 先申请劳动仲裁能解决欠薪问题吗？仲裁需要准备哪些资料？",4.3792029321193695
交通事故对方主责我次责车辆修理费怎么算,"如果对方主责，我是否可以要求他们垫付我车辆的修理费？, 对方主责时，我可以要求对方先支付多少修理费？, 如果对方主责，是否可以要求他们先支付车辆修理费用的70%？, 发生交通事故后，能否让对方垫付我车修理的七成费用？, 对方在事故中主责，是否可以先让对方垫付七成修理费？",5.936497271060944
请问，父亲生前欠下债务要还吗,"父亲的债务是否会随遗产一起转移给我？, 继承父亲的遗产是否意味着我要负责偿还他生前的债务？, 如果我接受了父亲的遗产，会不会因此被迫偿还他的债务？, 父亲生前欠款，作为继承人是否会因此被要求还债？, 继承父亲的遗产后，我是否需要负担他的欠款？",4.913968771696091
公司拖欠工资打什么电话投诉才可以,"公司拒绝支付加班工资时，应该向哪个部门举报？, 如果工资没有发放，应该向哪个部门反映问题？, 我的工资没有按时发放，应该向哪个部门报告？, 遇到单位拖欠工资，应该怎么投诉和维权？, 遇到单位拖欠加班费，应该向哪个部门举报？",5.782948285341263
钱站利息算高利贷吗？,"钱站借款利率过高会触及高利贷的法律界限吗？, 贷款平台的钱站提供的借款利息是否会被认定为高利贷？, 如果在钱站借钱，利息超过银行基准利率的四倍，会被认定为高利贷吗？, 钱站借款超过银行基准利率四倍的部分会触犯高利贷的法律规定吗？, 钱站的借款利率过高，会不会因为超过基准利率的四倍而被认定为高利贷？",4.7997512221336365
你好，在公安局的笔录上画了押，还教了罚款会不会有案底,"你好，受到了公安局的批评教育，会不会影响我的记录？, 你好，受到了公安局的处罚后是否会有案底？, 你好，公安局只是做了笔录，是否会有犯罪记录？, 你好，公安局的笔录会导致案底吗？, 你好，若在公安局做了笔录，是否会有案底？",6.199097275733948
假如房产证和户口本同时给租赁人办理营业执照会发生什么后果？,"如果房东为租户办理营业执照提供房产证复印件，会有什么潜在的麻烦？, 房东与租户的协议中，如何规定办理营业执照的相关条款？, 房产证复印件仅用于办理营业执照，房东如何避免风险？, 若租户营业执照注销不及时，房东如何通过合同进行约定？, 提供房产证复印件给租户办理营业执照是否会带来风险？",4.678913444280624
请问我是二婚，房子是婚前买的，上午办的结婚证，下午去加的老婆名字，这样算不算夫妻共同财产,"如果我婚前购买的房子，婚后加上老婆名字，是否就算赠与她，属于共同财产？, 婚前购房，婚后加上老婆名字，房产是不是就成了夫妻共同财产？, 如果我婚前买的房子，结婚后把老婆的名字加上，房子算夫妻共同财产吗？, 婚前买的房子，结婚后加上老婆名字，是否视为赠与，成为夫妻共同财产？, 如果婚前购买的房子婚后加了老婆名字，那么这个房子是否算夫妻共同财产？",7.1053550243377686
如何区分贪污和受贿？,"如何根据职务的性质判断是贪污还是受贿？, 如何理解贪污和受贿对职务便利的不同利用方式？, 贪污与受贿的行为方式有哪些不同？, 离职后继续收受贿赂算不算受贿罪？, 贪污与受贿在犯罪性质上有何区别？",3.9312697052955627
公司法人变更工程代建合同是否还有效,"工程代建合同是否会因为公司法人变更而失效？, 公司法人变更后，工程代建合同是否仍然有效？, 工程代建合同是否会因公司法人更换而作废或失效？, 法人变更会导致企业原有合同作废吗？, 公司法人发生变动时，工程代建合同会受到影响吗？",5.749335139989853
带未满周岁孩子无经济来源的签订担保有效吗,"无经济来源的人能担保别人吗？这样签合同会有效吗？, 如果担保人没有经济来源，担保合同是否依然具备法律效力？, 担保合同签订时，担保人没有经济来源会影响有效性吗？, 没有经济来源的情况下，签担保合同是否合法？, 没有经济来源的情况下，担保人签订担保合同是否能承担责任？",5.527044862508774
女方欠男方的钱，离婚协议书要不要写让她归还？,"在离婚协议中，女方欠款是否需要明确返还？, 离婚协议是否应当包括女方归还债务的条款？, 女方欠男方的钱能否在离婚协议书中规定归还？, 离婚协议书是否可以要求女方偿还欠款？, 离婚时，是否可以要求女方返还欠男方的钱？",6.1545411348342896
购房合同丢了怎么办,"购房合同丢失后，开发商会如何处理？, 购房合同丢失后，需要在报纸上刊登声明吗？, 如果购房合同丢失，如何向房管局获取房屋相关证明？, 丢失购房合同后，能否办理户口迁移手续？, 购房合同丢失，需要向银行申请什么手续？",5.097693532705307
新房与效果图不一致可否退房,"新房与效果图不一致的情况下，我能否要求开发商退房？, 在新房与宣传效果图不一致的情况下，是否符合退房条件？, 如果房屋展示效果图中的景观被遮挡，可以要求换房吗？, 新房效果图与实际不符，是否能要求开发商退房或换房？, 开发商未按照效果图施工，是否能要求退房或赔偿差价？",4.902457624673843
公司有权没收手机吗？,"法律是否允许公司没收员工的手机？, 员工的手机可以被公司没收吗？, 员工的手机是否可以被公司非法没收？, 如果公司没收员工手机，这种行为是否合法？, 公司可以依法没收员工的手机吗？",5.857561409473419
老板拖欠工资拒绝给押金怎么办,"老板拖欠工资不还，押金也不给退，应该如何解决？, 如果公司没有支付工资，且拒绝退还押金，应该向谁投诉？, 如果企业不发工资，还不退还押金，应该怎么投诉？, 如果公司不给发工资，并且不退押金，我可以如何处理？, 如何应对公司拒绝支付工资和押金的情况？",5.804471552371979
公司实行大小周，每天工作9小时，周六加班没有工资算违法吗,"每天工作9小时且周六加班不发工资，这样的安排是否合法？, 如果在大小周工作模式下，周六加班不付费，是否违反劳动法规？, 实行大小周且加班不支付工资，是否构成劳动合同违约？, 如果工作时间是大小周，每天工作9小时并且不支付加班费，这算违法吗？, 每周六加班无工资，这种做法违反劳动合同吗？",4.918073505163193
商标第38类被撤销三年不使用需要提供什么证据材料,"针对商标撤销三年未使用的情况，如何收集和提交相关证据？, 商标注册人如何证明商标在过去三年内一直在使用？, 商标被撤销申请三年不使用时，注册人需要向商标局提供哪些具体材料？, 如果商标在过去三年未使用，如何提供相关证据以抗辩撤销申请？, 在商标被撤销申请的情况下，注册人如何证明其连续使用三年？",4.562868803739548
经营权与所有权有什么区别,"使用经营权能否让使用者出售或赠与物品？, 使用经营权是否可在没有所有权的情况下获得利益？, 使用经营权如何与非法使用区别开来？, 使用经营权如何影响物的最终处置权？, 使用经营权人的权利和义务与所有权人的有何不同？",3.771806925535202
公积金可以异地买房么,"公积金贷款是否支持异地购房？, 我是否能用公积金贷款买外地房子？, 使用公积金贷款在异地购房有哪些要求？, 我能在异地利用公积金贷款买房吗？, 异地买房，公积金贷款能否申请？",6.095543622970581
"青少年16岁殴打他人导致手指头断,会有什么惩罚赔多少合适","16岁青少年打断他人手指的行为是否会构成故意伤害罪？, 青少年16岁故意伤害他人致手指断裂，投案自首会有什么好处？, 青少年16岁打伤他人导致手指断裂，可能面临什么法律后果？, 16岁未成年人致使他人手指断裂，如何处理民事赔偿问题？, 16岁未成年人的行为导致他人手指断裂，是否可以在赔偿后减轻刑罚？",4.554728776216507
第二百六十六条刑法，金额九万多，四个人平分，但金额全部退回，还得到对方谅解，像这类情节严重吗,"如果被告已经全额退还金额并获得受害方谅解，是否可能从轻判处？, 如果已经退还金额并获得谅解，是否能减轻因刑法第二百六十六条规定的刑罚？, 按照《刑法》第二百六十六条，金额达到九万多且已退还，是否能减轻处罚？, 四人平分九万多元且已退回所有赃款，是否能适当减轻处罚？, 涉及金额为九万多元的刑事案件，四名嫌疑人平分后是否能减轻处罚？",3.885373502969742
购房者的信息泄露怎么办,"开发商是否需要征得购房者同意才能将其信息对外披露？, 购房者是否可以要求开发商删除或保密其个人信息？, 购房合同中是否规定了开发商对于购房者信息的保密义务？, 购房者的个人信息如何在购房合同中得到保护？, 如果开发商泄露了购房者的信息，购房者该如何维权？",4.668875724077225
我只有离婚协议书再婚可以直接领结婚证吗,"离婚协议书签订后，结婚证办理的前提是什么？, 只签离婚协议不办理离婚登记，能不能直接结婚？, 离婚协议书签字后需要多久才能结婚？, 签了离婚协议后，是否可以马上申请结婚证？, 如果我只有离婚协议书，能不能去领取结婚证？",5.015637189149857
被打了一拳鼻子出血，没有骨折，够成是什么罪,"鼻子受伤出血没有骨折，这样的伤害如何判定刑事责任？, 如果鼻子出血而没有骨折，是否可以追究打人者的刑事责任？, 如果鼻子只是出血没有骨折，是否能以故意伤害罪追诉？, 鼻子被打出血但未骨折，这样的情况如何定性为犯罪？, 鼻子出血没有骨折，能否通过伤残鉴定来确认是否属于轻伤？",4.9646561443805695
通过中介看房，结果与房主私下交易有什么风险,"在看房后私下与房东交易，是否违反了我和中介的约定？, 如果我通过中介看房后与房东达成私下协议，是否会承担违约风险？, 如果我绕过中介直接与房东签合同，这会对我造成什么样的法律后果？, 在中介安排看房后，直接与房东交易，是否构成违约并会承担相关责任？, 中介带我看房后，我私下和房东交易，这是否构成违约行为？",5.223371893167496
离婚纠纷管辖权怎么确定,"被告被注销户口时，离婚案件的管辖法院是哪家？, 当被告失踪或下落不明时，离婚案件由哪个法院管辖？, 一般情况下，离婚纠纷应该由哪个法院管辖？, 离婚案件的管辖法院是否与婚姻登记地有关？, 离婚纠纷中，管辖法院的确定是否会因为被告的监禁情况而改变？",4.380169063806534
入室抢劫故意杀人该怎样判决,"法院如何量刑入室抢劫并故意杀人案件？, 如果犯有入室抢劫并且故意杀人，法院如何判决？, 入室抢劫致人死的犯罪行为应该怎么处罚？, 入室抢劫与故意杀人合并犯罪如何裁定？, 入室抢劫过程中致人死亡，法庭会如何判决？",5.335692673921585
酒驾110m取保候审法院还会判刑吗,"酒驾被取保候审后，法院是否还会判刑？, 如果酒驾后取保候审，最终是否会面临刑罚？, 取保候审后酒驾案件是否最终会被判刑？, 酒驾110m被取保候审，是否会判刑？, 酒驾110m后法院判刑的可能性有多大？",5.840276509523392
弟弟死亡哥哥可以继承他的房屋吗？如果政府要拆除有没有补偿,"弟弟死亡后，哥哥有没有资格继承房屋？, 政府要拆除弟弟的房屋，是否会有补偿？, 弟弟的房产被拆除后，是否可以得到政府赔偿？, 弟弟去世后，哥哥能获得房屋继承权吗？, 如果政府拆除弟弟的房屋，继承人会得到补偿吗？",4.919819504022598
满14周岁不满16周岁的犯贩卖毒品更负什么责任。,"根据中国刑法，未满16岁的青少年因贩卖毒品应如何从轻或减轻处罚？, 在中国，14岁以上但未满16岁的人如果犯贩毒，刑法如何处理？, 我国刑法如何规定未满16周岁的人因贩卖毒品而承担的法律后果？, 对于14到16岁之间的未成年人贩卖毒品，刑法规定了什么样的量刑标准？, 如果一个未满16岁的未成年人贩卖毒品，刑法如何规定他的处罚？",5.266155421733856
被打轻伤二级赔多少钱,"被打轻伤二级能获得多少赔偿？, 如果被打成轻伤二级，可以要求赔偿哪些费用？, 被打轻伤二级后，能主张哪些赔偿项目？, 轻伤二级的赔偿金能够涵盖误工费、护理费吗？, 轻伤二级的赔偿金额是多少？",5.6032006442546844
出车祸当时没住院两天后住院住院费应该有谁出,"车祸两天后住院，费用应该由谁支付？, 车祸引起的伤害两天后住院，费用应由哪一方支付？, 如果车祸导致的伤害延迟住院，费用的责任方是谁？, 如果车祸发生后没有立即住院，几天后住院费用应该由谁承担？, 车祸后住院并延迟两天，费用应该由谁来负担？",5.800594866275787
离婚后一方不给抚养费，还找不到人，怎么办,"离婚后一方未履行抚养费义务且失联，应该怎么做？, 离婚后另一方不支付抚养费，如何通过法院追讨？, 如果离婚后一方不支付抚养费且下落不明，我该怎么做？, 离婚后另一方不支付抚养费，如何合法维权？, 离婚后另一方不付抚养费且无法找到，怎么办？",6.736133933067322
不宜采取口头形式，电子合同属于书面形式吗,"电子合同在法律上是否视为书面形式的合同？, 电子合同是否属于法律认可的书面合同形式？, 电子合同是否可以被认定为一种书面形式的合同？, 电子合同能否按书面合同的标准来执行？, 电子合同能否算作书面形式的合同？",6.950113773345947
外卖小哥受伤，点餐人要不要赔偿,"外卖员在工作时发生意外，餐厅要不要负担赔偿？, 餐厅是否应该为外卖员在送餐过程中发生的事故负责？, 外卖小哥受伤了，餐厅有无责任进行赔偿？, 外卖员受伤是餐厅的责任吗？, 如果外卖员在送餐时受伤，餐厅是否应该负责其医药费？",5.059006303548813
我跟老公离婚老公说一分钱都不给我这怎么办,"老公说离婚时不给我一分财产，我可以怎么做？, 我跟老公离婚，他说一分钱都不给我，怎么办？, 如果我老公离婚时不分配任何财产，我可以怎样解决？, 老公离婚时不给我财产分割，我该如何依法争取？, 离婚时如果我老公不愿意给我财产，如何解决？",5.965094566345215
猪场占地合同到期拆迁国家给补偿吗?,"如果猪场合同到期，拆迁时需要支付建筑物补偿吗？, 拆迁猪场时，国家是否会对建筑物提供补偿？, 猪场合同到期后，国家是否会提供补偿？, 猪场到期拆迁时，是否有拆迁补偿政策？, 猪场合同到期后拆迁，是否包括赔偿金？",6.251787155866623
我们河*驻*店*舆*房*局就那么不*事吗？民心怨交房日期延长了六年了如今还没有一点动静,"我们的房产项目为什么已经延迟了六年，仍然没有任何进展？, 河驻店舆房局如何解释这六年里未能交付房屋的种种延误？, 六年时间过去了，河驻店舆房局为何仍未给出交房的具体日期？, 河驻店舆房局为何不主动与我们沟通，解决交房延误的问题？, 河驻店舆房局为什么在交房日期延迟这么长时间后仍然没有行动？",3.381973519921303
本人在工地干活造成韧带拉伤劳务公司不给赔钱咋办,"我在工地受伤，韧带拉伤，劳务公司不赔偿，我该如何申请赔偿？, 如果在工地韧带拉伤，劳务公司不赔偿，我能申请工伤认定和伤残鉴定吗？, 在工地发生韧带拉伤，劳务公司不赔偿，我应该先做什么？, 工地受伤韧带拉伤，劳务公司不赔偿，是否可以申请伤残鉴定？, 由于在工地工作时拉伤了韧带，劳务公司不愿意承担赔偿责任，怎么解决？",6.268301904201508
婚后个人买的保险属于个人财产吗,"婚后购买的保险，保费支付部分是否算作夫妻共同财产？, 保险属于婚后共同财产还是个人财产？, 结婚前买的保险，婚后支付的保费算夫妻共同财产吗？, 个人婚前购买的保险，婚后是否视为夫妻共同财产？, 婚前购买的保险，婚后是否还属于个人财产？",6.428476631641388
办理离婚协议注意哪些问题,"如果财产分割产生争议，夫妻是否应咨询法律专业人士？, 离婚时，谁应负责抚养孩子，并为孩子提供更好的成长环境？, 离婚时，是否应确保每项财产都清晰列明，避免未来产生纠纷？, 在分割财产时，如何确保公平合理？, 离婚协议中的财产分割是否应优先考虑夫妻双方的实际情况？",3.0053265392780304
"右手大拇指除外,手掌断离已接好,无名指与小指断掉了一截,请问是几级伤残","右手大拇指未受伤，手掌经过接合，无名指和小指受损，这样的伤情会被判定为几级伤残？, 右手大拇指未受伤，手掌修复完成，但无名指和小指部分缺失，伤残等级应当评为几级？, 右手大拇指完好无损，手掌修复，无名指和小指缺损，评定伤残等级为几级？, 右手大拇指没问题，但手掌被修复，无名指和小指部分丧失，这属于几级伤残？, 手掌断裂已经修复，右手大拇指完整，只有无名指和小指缺损，伤残评定是几级？",6.884329378604889
补回来的银行卡有交易记录吗？,"办理农行挂失补卡时，原卡的交易会转移到新卡吗？, 补办的银行卡上会有之前的交易记录吗？, 补办的银行卡是否能查看之前的交易明细？, 农行借记卡挂失补卡后，之前的交易是否会转到新卡？, 新办理的农行借记卡会包含原卡上的交易历史吗？",5.106161445379257
贷的太少了，可以提前还清贷款，然后多贷点他用吗,"如果把贷款提前还清，能不能借更多的钱？, 贷款提前还清后，是否能申请更大的贷款金额？, 贷款提前还清之后，能否提升贷款金额？, 贷款还清后，能否申请更大的贷款额度？, 如果我提前结清贷款，是否可以申请额外的贷款？",6.343246698379517
能缓解资金周转问题吗,"资金流动性差时，申请贷款是否能带来帮助？, 如果资金紧张，选择贷款是否有助于缓解资金压力？, 贷款能否帮助我渡过资金紧张的难关？, 在资金紧张时，申请贷款能有效缓解现金流压力吗？, 贷款能否帮助解决当前的资金困境？",4.852178603410721
农行公户转对方农行公公要不要手续费,"转账到对方农行公户，是否需要缴纳手续费？, 在农行办理公户转账，是否需要支付转账费用？, 对公转账到同一家银行需要手续费吗？, 如果是同一家农行的公户之间转账，是否收费？, 转账到另一个农行公户时，手续费标准是什么？",4.892074227333069
农行网银登录进去显示不出是怎么回事,"农行网银登录后无法显示，是什么原因导致的？, 为什么登录农业银行网银时，页面始终无法显示正常内容？, 为什么我在登录农行网银时，页面显示不出来？, 登录农行网银时，出现页面无法显示的情况，如何解决？, 在农行网银登录界面，为什么内容无法加载出来？",5.050078898668289
想借高利贷需要什么,"借高利贷需要哪些条件？, 如何选择一个可靠的高利贷平台？, 想要借钱应该选择哪些正规贷款渠道？, 在急需资金时，应该如何选择贷款渠道？, 借高利贷的风险是什么？",3.7236012369394302
哪里住宿便宜，最便宜的那种,"农行的ETC信用卡持卡人如何领取酒店现金券？, 300元酒店现金抵用券如何获取？, 农行酒店现金抵用券是否可以和其他优惠叠加使用？, 汉庭、全季、宜必思等酒店的300元现金抵用券怎样领取？, 300元酒店现金券限时领取，怎样申请？",4.5889855325222015
农行同行跨省多久到账,"农行跨省转账一般多久到账？, 农行本行账户转账到同一银行账户，到账时间是多久？, 使用农行的普通转账，多久能够到账？, 农行实时转账什么时候能够到账？, 转账到农行的信用卡，什么时候会显示已还款？",4.728864252567291
我在农行有房贷了还可以办理车贷吗,"农行已经批准我房贷，是否还能申请车贷？, 已经在农行办理房贷，能否继续申请车贷？, 是否能在有房贷的情况下申请农业银行的车贷？, 是否能在农行办理房贷的同时，申请车贷？, 是否可以在有房贷的基础上申请农行车贷？",6.255108952522278
6320是哪个银行的号码,"开头为6320的银行卡是否来自农业银行？, 6320银行卡号是哪家银行发行的？, 6320开头的银行卡号通常是哪家银行发行的？, 如果银行卡号前六位是6320，是否代表农行？, 银行卡号以6320开头，代表哪个银行？",5.034715682268143
深圳市精工小额贷款有限公司是正规的吗？,"深圳精工小额贷款公司是否存在风险？, 精工小额贷款公司是否是合法贷款机构？, 精工小额贷款公司有没有金融许可证？, 精工小额贷款有限公司是否合法？, 精工小额贷款公司有没有资质？",7.149002730846405
银行贵宾卡有什么特权，什么银行的最好用,"贵宾卡包含哪些高端服务项目？, 贵宾卡的贵宾客户有哪些专属服务？, 贵宾卡持卡人可以享受哪些优先服务？, 贵宾卡的客户能在健康管理方面得到哪些帮助？, 哪些服务是贵宾卡持有者专享的？",4.550910949707031
老农提额失败，过多久可以重新申请提额,"农行信用卡提额失败后，需要多久才能重新申请提升额度？, 农行信用卡提额申请未通过，多久可以再试一次？, 农行信用卡提额未通过，什么时候能再次尝试？, 农行信用卡提额未成功，几天后能再申请？, 申请农行信用卡提升额度失败，过多久可以重新发起请求？",6.42707172036171
国旭小额贷款可靠不,"哪个小额贷款平台更值得信赖？, 国旭小额贷款的信誉如何？, 国旭小额贷款和正规银行贷款有什么区别？, 申请国旭小额贷款的风险有多大？, 如何通过正规的银行申请小额贷款？",4.166756063699722
广州市盛融小额贷款股份有限公司是骗子公司吗？,"如果选择盛融小额贷款，贷款是否安全？, 选择盛融小额贷款公司贷款会有什么潜在风险？, 我可以通过哪些正规渠道申请小额贷款？, 哪些贷款渠道是合法且安全的？, 盛融小额贷款公司是否有不正当的收费或隐性费用？",3.0959478467702866
农业银行APP申请的信用卡要去面签吗,"信用卡申请通过后，农业银行是否要求持卡人到网点面签？, 农业银行信用卡申请面签时需要准备哪些材料？, 在农业银行申请信用卡通过后，还需去网点面签吗？, 信用卡申请成功后，农业银行是否要求面签？, 农业银行信用卡审批通过后，面签时需提供哪些文件和证明？",6.017135709524155
贵宾卡怎么做，贵宾卡有什么用处，贵宾卡大概多少钱,"贵宾客户能享受哪些特别的金融服务？, 如何申请贵宾卡？, 贵宾卡的申请条件是什么？, 如何提升到贵宾卡的更高级别？, 贵宾卡的不同等级有哪些区别？",3.7216739654541016
刚出学校，想办信用卡，老是办不下来，怎么办呀,"毕业了后想办信用卡，为什么申请老是失败？, 我刚毕业，银行不给办信用卡，有什么途径能办成吗？, 刚毕业找工作，信用卡申请一直被拒，怎么办？, 毕业了，想申请信用卡，可总是办不了，有什么办法吗？, 我想办理信用卡，为什么一直无法通过审核？",4.717743247747421
