question,selected,diversity
车祸小脑出血昏迷了5天怎么办,"车祸导致小脑出血昏迷了5天，应该怎么处理？, 如果车祸造成小脑出血并昏迷了5天，应该怎么办？, 车祸致使小脑出血昏迷五天，接下来如何处理？, 发生车祸后，小脑出血导致昏迷5天，接下来该如何应对？, 车祸导致昏迷五天的小脑出血，责任明确后怎么处理赔偿？",6.6008471846580505
哪些情况可以先行刑事拘留,"在哪些情况下可以对嫌疑人采取刑事拘留？, 依照法律，哪些情形下应当对嫌疑人实施刑事拘留？, 哪些情况可以作为对犯罪嫌疑人采取刑事拘留的理由？, 在哪些情况下，犯罪嫌疑人可以被先行拘留？, 在何种情况下，犯罪嫌疑人可能会被刑事拘留？",6.450498521327972
在工地上面出了安全事故怎么来维护自己的权,"如果在工地上发生了安全事故，应该如何保护自己的权益？, 在工地上发生安全事故后，我如何保证自己的权益得到保障？, 工地事故导致受伤，我应该如何维护自己的合法权益？, 发生工地安全事故后，如何主张自己的工伤赔偿？, 在工地上发生事故，如何证明自己的工伤并申请赔偿？",6.100597560405731
申请和受理劳动争议调解仲裁时间上有什么限制,"劳动争议申请仲裁的时效是多久？, 劳动争议申请仲裁的时间限制是多长？, 劳动争议申请仲裁的时效期限是怎样计算的？, 劳动争议仲裁申请的时效是如何规定的？, 劳动争议申请仲裁的时效期是否有明确规定？",6.961963951587677
商标注册有什么相对禁止的条件,"商标注册有哪些显著特征要求？, 三维商标注册时有哪些特殊限制？, 商标注册时有哪些标准来防止不良社会影响？, 注册商标时，地理标志有哪些禁忌？, 申请商标时，哪些标志是不能使用的？",4.398301392793655
取保侯审期间酒后驾车交警抓住怎么处理？,"被取保候审期间如果酒后驾车被交警抓住怎么处理？, 在取保候审期间酒后驾驶被交警抓到怎么办？, 如果取保候审期间酒驾被交警抓住，应该怎么办？, 如果取保候审期间被抓到酒后驾车，应该如何应对？, 取保候审期间酒后驾车被发现后，应该如何处理？",7.381963491439819
公司破产孕妇怎么赔偿,"公司破产后，孕妇能获得怎样的赔偿？, 用人单位破产后，孕妇应该得到什么形式的赔偿？, 用人单位破产后，孕妇能得到多少补偿？, 如果单位破产，孕妇会得到多少赔偿？, 在单位破产的情况下，孕妇能要求哪些赔偿？",6.8270018100738525
委托专业律师草拟购房合同多少费用,"请问我委托专业律师起草购房合同需要支付多少费用？, 请问购买房产时，委托律师起草合同的费用大约多少？, 请问委托律师草拟购房合同的费用范围大概是怎样的？, 请告知委托律师起草购房合同的费用是多少？, 律师为我起草购房合同的费用大概是多少？",7.14840042591095
签了购房合同等于取得房屋产权吗,"签了购房合同后，是否就意味着已经拥有了房屋产权？, 购房合同签署后，是否立即意味着产权转移？, 签订购房合同就意味着房屋产权转移了吗？, 购房合同签订后，房屋产权是否已经转移给购房人？, 购房合同签署后，房屋产权什么时候会转移给购房者？",6.40550684928894
迷信诈骗团伙老板和骨干会被判刑多少年,"骗局的组织者和骨干成员会被判多少年刑期？, 骗局涉及的金额达到特别巨大，团伙的核心成员会被判几年？, 骗取公私财物并达到特别巨大数额，诈骗团伙的成员会被判多长时间？, 骗取公私财物数额特别巨大，诈骗团伙的领导层会被判多少年？, 骗取公私财物数额特别巨大的情况下，诈骗团伙骨干成员的刑期是多少？",5.06592732667923
婚后买房，婆婆出了一半钱，离婚房怎么分,"婚后买的房子，婆婆出了一半钱，离婚时房产怎么分配？, 婚后买的房，婆婆出了一半的钱，离婚时怎么分配这套房产？, 婚后买的房，婆婆出了一部分资金，离婚时如何分配房子？, 婚后买的房，婆婆出了一部分钱，离婚时房子如何分？, 婚后买房，婆婆出了一部分钱，离婚时房子如何分配？",8.566477179527283
你好，我问农村住宅基地申请书怎么写？,"农村住宅用地申请书该如何撰写？, 农村住宅基地主体申请书要如何填写？, 如何写出一份完整的农村住宅基地主体申请书？, 农村住宅基地申请书中，土地使用的四至应怎么描述？, 申请农村住宅基地产权的具体内容要怎么描述？",5.4474473893642426
刑事案件，怎么收费，请律师都是有哪些费用,"刑事案件请律师的费用一般是多少？, 请刑事案件律师的费用通常包含哪些方面？, 选择律师处理刑事案件，费用通常会受到哪些因素影响？, 请律师处理刑事案件时有哪些可能的费用？, 请律师办理刑事案件的费用如何计算？",6.016010671854019
别人欠我工资我到法院起诉都要提供些什么材料,"我该准备哪些材料去法院起诉欠我工资的雇主？, 在法院起诉之前，我需要提供哪些证据和材料来证明欠薪？, 欠工资起诉之前，我需要收集哪些证据来证明自己的劳动关系？, 提起劳动仲裁后，我需要准备哪些文件来证明自己被欠工资？, 提起劳动仲裁之前，我应当提供哪些证据来支持我的工资要求？",5.30169340968132
交通事故对方主责我次责车辆修理费怎么算,"交通事故中如果对方主责，我的车辆修理费该怎么处理？, 如果在交通事故中对方是主责，我的修理费由谁来支付？, 交通事故中，对方主责，我能要求先行支付的修理费比例是多少？, 交通事故中对方主责，我应该如何索要修理费用？, 对方在事故中主责时，我能否直接要求其垫付修理费用？",6.123789757490158
请问，父亲生前欠下债务要还吗,"如果父亲去世后留下债务，作为继承人我是否需要偿还？, 父亲去世后留下的债务，我作为继承人是否要为此负责？, 父亲生前欠款，作为继承人是否会因此被要求还债？, 父亲生前有债务，继承人是否需要承担偿还责任？, 作为父亲的继承人，我是否有责任偿还他欠下的债务？",5.97396582365036
公司拖欠工资打什么电话投诉才可以,"如果公司拖欠工资，我该拨打哪个电话进行投诉？, 如果公司拖欠工资，应该向哪个部门进行投诉或举报？, 如果加班工资被拖欠，我可以联系哪个部门进行投诉？, 如果我的单位拖欠工资，我该如何向劳动监察部门申诉？, 遇到单位拖欠加班费，应该向哪个部门举报？",6.5824127197265625
钱站利息算高利贷吗？,"钱站的利息算不算高利贷？, 钱站贷款利率超过四倍基准利率，算不算法律上的高利贷？, 钱站的借款利率过高，会不会因为超过基准利率的四倍而被认定为高利贷？, 钱站的贷款利率超过国家规定的利率4倍，是否构成高利贷？, 如果在钱站借钱，利息超过银行基准利率的四倍，会被认定为高利贷吗？",4.869375854730606
你好，在公安局的笔录上画了押，还教了罚款会不会有案底,"你好，公安局的笔录会不会影响我的个人记录？, 你好，公安局做笔录后，是否影响到我的信用记录？, 你好，公安局的笔录会在以后影响我的生活吗？, 你好，公安局的笔录会对我未来有负面影响吗？, 你好，受到了公安局的批评教育，会不会影响我的记录？",6.157223433256149
假如房产证和户口本同时给租赁人办理营业执照会发生什么后果？,"如果房产证和户口本同时提供给租赁人办理营业执照，会有什么法律后果？, 如果房东为租户办理营业执照提供房产证复印件，会有什么潜在的麻烦？, 如果房产证复印件用于注册营业执照，房东会面临什么法律责任？, 提供房产证复印件给租户办理营业执照是否会带来风险？, 租户办理营业执照时，房东提供房产证复印件是否有风险？",6.154046416282654
请问我是二婚，房子是婚前买的，上午办的结婚证，下午去加的老婆名字，这样算不算夫妻共同财产,"如果我婚前买的房子，结婚后把老婆的名字加上，房子算夫妻共同财产吗？, 我婚前买的房子，结婚后加了老婆名字，这样房子会变成夫妻共同财产吗？, 房子婚前买的，但结婚后加了老婆的名字，这样房子属于夫妻共同财产吗？, 如果婚前购买的房子婚后加了老婆名字，那么这个房子是否算夫妻共同财产？, 婚前买的房子，结婚后加上老婆名字，是否视为赠与，成为夫妻共同财产？",7.471887290477753
如何区分贪污和受贿？,"如何区分贪污罪与受贿罪？, 如何判断一个行为是否属于贪污或受贿罪？, 如何根据职务的性质判断是贪污还是受贿？, 如何理解贪污和受贿对职务便利的不同利用方式？, 贪污和受贿如何界定职权范围？",4.662182509899139
公司法人变更工程代建合同是否还有效,"公司法人变更后，工程代建合同是否仍然有效？, 公司法人变更后，之前的代建合同是否依然有效？, 公司法人变更之后，代建合同的效力是否受到影响？, 公司法人变更后，合同是否继续有效，还是需要重新签订？, 如果公司法人发生变化，之前签订的合同是否仍然有效？",6.37838214635849
带未满周岁孩子无经济来源的签订担保有效吗,"如果担保人没有经济来源，签订担保合同有效吗？, 担保人没有收入来源，签订担保合同有效吗？, 作为没有经济来源的担保人，签订担保合同是否有效？, 没有经济来源的情况下，担保人签订担保合同是否能承担责任？, 没有经济来源的担保人签订担保合同是否会有问题？",6.953039169311523
女方欠男方的钱，离婚协议书要不要写让她归还？,"离婚协议书中是否需要写明女方归还男方欠款？, 在离婚协议书中是否应该写女方偿还债务？, 离婚协议中是否应列出女方偿还男方债务的条款？, 在离婚协议书中，是否应涉及女方的债务归还事项？, 离婚协议书是否应写明女方的债务偿还责任？",7.103402376174927
购房合同丢了怎么办,"如果购房合同丢失了怎么办？, 如果购房合同丢失，如何向房管局获取房屋相关证明？, 如果购房合同丢失，如何证明自己是房屋所有者？, 如果购房合同丢了，是否会影响贷款和房产证办理？, 如果合同丢失了，如何向银行申请贷款变更？",5.303326606750488
新房与效果图不一致可否退房,"如果新房的效果图与实际情况不符，是否可以要求退房？, 如果新房的实际景观与效果图不符，可以要求开发商进行换房处理吗？, 如果新房景观部分与效果图不符，是否有权要求开发商提供补偿或其他解决方案？, 新房效果图与实际不符，是否能要求开发商退房或换房？, 新房效果图上的景观被遮挡，是否能要求开发商提供补偿或换房？",6.170642584562302
公司有权没收手机吗？,"公司是否有权没收员工的手机？, 公司是否有权扣押员工的手机？, 公司是否可以查封员工的手机？, 公司是否可以随意没收员工的个人财产，如手机？, 法律是否允许公司没收员工的手机？",6.940169334411621
老板拖欠工资拒绝给押金怎么办,"老板拖欠工资不发，押金也不给退，我该怎么办？, 老板拖欠工资不还，押金也不给退，应该如何解决？, 如果公司拖欠工资不发，并且不退押金，应该怎么办？, 公司既不发工资，也不给退押金，应该怎么办？, 公司不仅拖欠工资，还不退押金，我该如何维权？",7.155949056148529
公司实行大小周，每天工作9小时，周六加班没有工资算违法吗,"如果公司实行大小周并且周六加班没有支付工资，这种做法合法吗？, 如果公司实行大小周且没有明确支付加班工资，这合法吗？, 公司规定大小周工作制，且周六不支付加班工资，这合规吗？, 公司实行大小周工作制且没有支付加班费，合法吗？, 大小周工作制且周六不支付加班工资，这种情况合法吗？",7.327378630638123
商标第38类被撤销三年不使用需要提供什么证据材料,"商标在被申请撤销连续三年不使用时，注册人需要提供哪些使用证据？, 商标被撤销申请三年不使用时，注册人需要向商标局提供哪些具体材料？, 针对商标连续三年未使用的撤销申请，注册人应该提交哪些证明材料？, 如何避免商标被撤销，注册人需提交哪些连续三年使用的证据材料？, 商标在三年内未使用的情况下，注册人应提交哪些有效证据？",6.589158117771149
经营权与所有权有什么区别,"使用经营权和所有权有什么本质区别？, 使用经营权与所有权在权利的行使上有什么差异？, 使用经营权人与所有权人有什么不同？, 使用经营权人的权利和义务与所有权人的有何不同？, 使用经营权是否等同于对物的所有权？",5.894489943981171
公积金可以异地买房么,"公积金可以在异地购买房屋吗？, 可以用公积金贷款购买外地房屋吗？, 我可以使用公积金贷款在外地买房吗？, 我能在异地利用公积金贷款买房吗？, 我是否能用公积金贷款买外地房子？",6.974294662475586
"青少年16岁殴打他人导致手指头断,会有什么惩罚赔多少合适","青少年16岁打伤他人导致手指断裂，可能面临什么法律后果？, 青少年16岁打伤他人并导致手指断裂，会面临怎样的法律程序？, 如果16岁的青少年打伤他人并导致手指断裂，应该如何承担责任？, 16岁未成年人殴打他人导致受害人手指断裂，法院如何判决？, 16岁打伤他人，导致手指断裂，民事赔偿金额应如何确定？",6.11605829000473
第二百六十六条刑法，金额九万多，四个人平分，但金额全部退回，还得到对方谅解，像这类情节严重吗,"根据《刑法》第二百六十六条，涉及金额九万多元的案件，四人平分且已全部退回，是否会影响判决结果？, 按照《刑法》第二百六十六条，金额达到九万多且已退还，是否能减轻处罚？, 根据《刑法》第二百六十六条规定，金额接近十万元且全额退赔，是否能作为减轻处罚的情节？, 根据《刑法》第二百六十六条，退还九万多元的赃款并获得谅解，是否能减轻刑罚？, 根据《刑法》第二百六十六条，九万多元的案件是否能减轻刑罚，尤其是退回款项并获得谅解的情况下？",6.31919139623642
购房者的信息泄露怎么办,"如果购房者的信息泄露，开发商该如何处理？, 如果开发商泄露了购房者的信息，购房者该如何维权？, 购房者的个人信息被泄露时，开发商的责任范围是什么？, 开发商如何确保购房者的个人信息不会泄露？, 开发商是否有责任保护购房者的信息不被泄露？",5.870564699172974
我只有离婚协议书再婚可以直接领结婚证吗,"离婚协议书签了之后可以直接去领结婚证吗？, 离婚协议书签了，但未办理离婚登记，能领结婚证吗？, 如果只签了离婚协议书，能否直接领取结婚证？, 如果我只有离婚协议书，能不能去领取结婚证？, 签了离婚协议后，是否可以马上申请结婚证？",6.355189204216003
被打了一拳鼻子出血，没有骨折，够成是什么罪,"被打了一拳导致鼻子出血，但没有骨折，这种情况会构成什么罪行？, 鼻子被打出血但未骨折，这样的情况如何定性为犯罪？, 鼻子被打出血但没有骨折，构成何种犯罪行为？, 鼻子受伤出血没有骨折，这样的伤害如何判定刑事责任？, 如果鼻子出血没有骨折，应该如何处理，是否会构成刑事责任？",5.861496686935425
通过中介看房，结果与房主私下交易有什么风险,"如果通过中介看房后，直接与房东私下交易，会有哪些风险？, 如果我通过中介看房后与房东达成私下协议，是否会承担违约风险？, 通过中介看房后与房东私下交易，是否会涉及违约责任？, 通过中介看房后，绕过中介与房东直接交易，是否构成违约？, 在中介安排看房后，直接与房东交易，是否构成违约并会承担相关责任？",6.512234210968018
离婚纠纷管辖权怎么确定,"离婚案件的管辖法院是如何确定的？, 离婚案件的管辖法院是根据哪些条件来判定的？, 离婚案件的管辖法院在原告住所地的情况下如何确定？, 离婚案件的管辖法院能否由被告所在地以外的法院决定？, 离婚案件的管辖法院是否与婚姻登记地有关？",5.892368704080582
入室抢劫故意杀人该怎样判决,"入室抢劫致人死亡应如何判刑？, 入室抢劫导致他人死亡，该怎么定罪量刑？, 入室抢劫致人死亡，是否会判处死刑？, 入室抢劫致人重伤或死亡，法院应如何判决？, 入室抢劫过程中致人死亡，法庭会如何判决？",6.792677700519562
酒驾110m取保候审法院还会判刑吗,"酒驾被取保候审后，法院是否还会判刑？, 如果酒驾超标并取保候审，法院是否会判刑？, 取保候审的酒驾案件，法院是否会进行判刑？, 取保候审的酒驾案件，法院会判缓刑吗？, 被取保候审的酒驾案件，最后会被判刑吗？",7.131047368049622
弟弟死亡哥哥可以继承他的房屋吗？如果政府要拆除有没有补偿,"如果弟弟去世，哥哥能否继承他的房产？, 如果弟弟过世，哥哥是否可以继承其房产？, 弟弟死后，哥哥能否继承他的房屋？, 弟弟死亡后，哥哥是否可以合法继承房屋？, 弟弟死后没有父母子女，哥哥是否可以继承房产？",7.028512597084045
满14周岁不满16周岁的犯贩卖毒品更负什么责任。,"根据我国刑法，未满16周岁的未成年人犯贩卖毒品会承担怎样的刑事责任？, 根据我国法律，未满16周岁犯贩卖毒品会受到怎样的刑事追究？, 根据我国刑法，未满16岁犯贩卖毒品的青少年会如何受到处罚？, 在我国，未满16岁犯贩卖毒品的青少年会受到什么样的处罚？, 根据中国刑法，未满16岁的青少年因贩卖毒品应如何从轻或减轻处罚？",6.896733045578003
被打轻伤二级赔多少钱,"被打轻伤二级能获得多少赔偿？, 被打轻伤二级后，能主张哪些赔偿项目？, 如果被打成轻伤二级，可以要求赔偿哪些费用？, 被打造成轻伤二级的情况下，赔偿标准是多少？, 轻伤二级治疗期间能要求赔偿哪些费用？",5.7727454006671906
出车祸当时没住院两天后住院住院费应该有谁出,"如果车祸发生后没有立即住院，几天后住院费用应该由谁承担？, 如果车祸发生后几天才住院，医院费用应该由谁承担？, 如果车祸伤害后两天才住院，费用应该由谁负责？, 如果车祸后住院，医院费用应由谁支付？, 车祸后两天才住院，住院费应由谁支付？",8.068694770336151
离婚后一方不给抚养费，还找不到人，怎么办,"离婚后另一方不支付抚养费，怎么处理？, 离婚后另一方不支付抚养费，如何合法维权？, 离婚后另一方不支付抚养费，如何通过法院追讨？, 离婚后一方不支付抚养费，如何通过法律手段解决？, 离婚后一方失联不支付抚养费，如何向法院申请解决？",7.130793750286102
不宜采取口头形式，电子合同属于书面形式吗,"电子合同是否可以视为书面合同的一种形式？, 电子合同是否被视为书面合同的一种合法形式？, 电子合同是否被视为书面合同的一种形式存在？, 电子合同是否可以被认定为一种书面形式的合同？, 电子合同在法律上是否视为书面形式的合同？",7.612547397613525
外卖小哥受伤，点餐人要不要赔偿,"外卖小哥在送餐途中受伤，是否应该由雇佣他的餐厅负责赔偿？, 如果外卖小哥受伤，是否应该由其雇主餐厅来承担赔偿责任？, 如果外卖员在送餐过程中受伤，责任是否应该由餐厅承担？, 如果外卖员送餐时受伤，责任是否应由餐厅承担？, 如果外卖员在送餐时受伤，餐厅是否应该负责其医药费？",7.218258261680603
我跟老公离婚老公说一分钱都不给我这怎么办,"我跟老公离婚，他说一分钱都不给我，怎么办？, 离婚时，我老公说不给我一分钱，我该怎么办？, 离婚时，我老公坚持不给我一分钱，能如何维权？, 老公说离婚时不给我一分财产，我可以怎么做？, 如果老公在离婚时不给我任何财产，我该怎么办？",6.85459703207016
猪场占地合同到期拆迁国家给补偿吗?,"猪场合同到期后，国家是否会提供补偿？, 合同期满拆迁猪场时，国家会提供什么样的补偿？, 合同期满后，猪场被拆迁时，国家如何补偿？, 如果猪场合同到期，拆迁时是否可以获得补偿？, 如果猪场合同到期，拆迁时需要支付建筑物补偿吗？",6.265128493309021
我们河*驻*店*舆*房*局就那么不*事吗？民心怨交房日期延长了六年了如今还没有一点动静,"我们的房产项目为什么已经延迟了六年，仍然没有任何进展？, 经过六年的等待，河驻店舆房局为什么依然没有交房的任何计划？, 为什么已经六年的时间过去了，河驻店舆房局依然没有解决交房问题？, 六年时间过去了，河驻店舆房局为何仍未给出交房的具体日期？, 六年的时间过去了，河驻店舆房局到底在拖延什么，为什么不解决交房问题？",4.616607069969177
本人在工地干活造成韧带拉伤劳务公司不给赔钱咋办,"我在工地上工作时韧带受伤，劳务公司拒绝赔偿，应该怎么办？, 工地工作中韧带受伤，劳务公司不愿赔偿，应该如何处理？, 工地上因工作受伤，劳务公司不愿赔偿，我该如何处理？, 工地受伤导致韧带拉伤，劳务公司不愿赔偿，应该如何要求赔偿？, 我的韧带在工地干活时受伤，劳务公司不赔偿，我该如何要求赔偿？",7.5065619349479675
婚后个人买的保险属于个人财产吗,"婚后购买的保险是否属于个人财产？, 婚前购买的保险，婚后是否还属于个人财产？, 结婚后为自己购买的保险，是否属于婚后个人财产？, 婚前个人购买的保险婚后是否仍视为个人财产？, 个人婚前购买的保险，婚后是否视为夫妻共同财产？",7.483190059661865
办理离婚协议注意哪些问题,"离婚前，夫妻双方应确保是自愿离婚吗？, 离婚时，夫妻双方应如何分割财产？, 离婚协议中的财产分割是否应优先考虑夫妻双方的实际情况？, 在离婚协议中，夫妻是否应列明婚前和婚后的财产清单？, 离婚协议中，是否需要详细注明财产的购买时间和所有权归属？",4.1716103702783585
"右手大拇指除外,手掌断离已接好,无名指与小指断掉了一截,请问是几级伤残","我的右手大拇指完好无损，但手掌断离已接好，无名指和小指缺失一部分，这属于几级伤残？, 如果右手大拇指没有受伤，手掌断离已接好，但无名指和小指缺失一部分，这种情况应该评定为几级伤残？, 右手大拇指完好无损，手掌已接合，但无名指和小指丧失了一部分，这种情况的伤残等级是几级？, 如果右手大拇指完好无损，手掌修复完成，无名指和小指缺失一些部分，这属于几级伤残？, 右手大拇指没有伤害，手掌已接好，无名指和小指缺失部分，伤残等级应评为几级？",7.297121465206146
补回来的银行卡有交易记录吗？,"补办的银行卡上会有之前的交易记录吗？, 补办的银行卡能看到原卡上的交易记录吗？, 补办的银行卡是否能查看之前的交易明细？, 重新补办的银行卡上是否能查到之前的交易？, 挂失补办的农行借记卡会包含原卡的交易记录吗？",6.503406345844269
贷的太少了，可以提前还清贷款，然后多贷点他用吗,"如果我还清了现有贷款，能否申请更高额度的贷款？, 如果我提前偿还贷款，是否能够申请更高额度的贷款？, 我已经还清贷款，是否能申请更高额度的贷款？, 我提前还清贷款，是否可以申请更大的贷款额度？, 我想问，如果提前还款，能否申请更高的贷款额度？",7.5075613260269165
能缓解资金周转问题吗,"申请贷款能帮助缓解资金周转困难吗？, 在资金紧张时，申请贷款能有效缓解现金流压力吗？, 面对资金短缺，申请贷款是否能够解决资金周转问题？, 资金不足时，申请贷款是否能够迅速解决问题？, 在急需资金时，贷款是否能够及时解决问题？",5.756302386522293
农行公户转对方农行公公要不要手续费,"农行公户转账到对方农行公户需要手续费吗？, 从一个农业银行公户转账到同一家银行的公户需要手续费吗？, 从一个农行公户转账到另一个农行公户要收费吗？, 转账到另一个农行公户时，手续费标准是什么？, 转账至农行的另一个公户是否会收取手续费？",5.9284961223602295
农行网银登录进去显示不出是怎么回事,"为什么我在登录农行网银时，页面显示不出来？, 为什么在登录农业银行网银时，页面无法正常显示？, 为什么登录农业银行网银时，页面始终无法显示正常内容？, 为什么农业银行网银登录页面始终没有显示任何信息？, 我在登录农行网银时，页面没有显示任何内容，怎么办？",6.181279182434082
想借高利贷需要什么,"借高利贷需要哪些条件？, 借高利贷需要准备哪些资料？, 申请高利贷时，借款人需要提供哪些信息？, 借高利贷的风险是什么？, 高利贷的申请流程是怎样的？",5.398611128330231
哪里住宿便宜，最便宜的那种,"农行的ETC信用卡持卡人如何领取酒店现金券？, ETC信用卡持卡人如何才能免费领取酒店现金券？, 怎样通过农行信用卡优惠频道领取酒店现金券？, 农行ETC卡用户能否享受酒店现金券优惠？, 如何通过农行官网查询300元酒店现金券的领取方式？",5.666717499494553
农行同行跨省多久到账,"农行跨省转账一般多久到账？, 通过农行个人掌银转账，多久能到账？, 从农行个人网银转账到本行需要多久才能到账？, 使用农行的普通转账，多久能够到账？, 使用农行普通转账方式，款项多长时间能到账？",5.678656220436096
我在农行有房贷了还可以办理车贷吗,"我已经在农行有房贷了，能否再申请车贷？, 已经在农行办理房贷，能否继续申请车贷？, 如果我在农行已有房贷，是否能同时办理车贷？, 我在农行有房贷，能不能同时办理车贷？, 我已经在农业银行有房贷，现在还可以办理车贷吗？",6.928563296794891
6320是哪个银行的号码,"6320开头的银行卡属于哪个银行？, 62##52开头的银行卡属于哪家银行？, 6320开头的卡号属于哪家银行？, 6320开头的银行卡号通常是哪家银行发行的？, 6320开头的银行卡是哪一银行的？",7.407915771007538
深圳市精工小额贷款有限公司是正规的吗？,"深圳市精工小额贷款有限公司是正规公司吗？, 深圳市精工小额贷款有限公司是正规企业吗？, 深圳精工小额贷款公司是正规的贷款平台吗？, 深圳精工小额贷款公司的经营模式合规吗？, 深圳精工小额贷款有限公司是否合法经营？",7.359437704086304
银行贵宾卡有什么特权，什么银行的最好用,"贵宾卡的特权有哪些？, 贵宾卡的贵宾客户有哪些专属服务？, 什么是贵宾客户？贵宾卡能提供哪些专享服务？, 银行的贵宾卡提供哪些高端客户服务？, 贵宾卡包含哪些高端服务项目？",5.488613784313202
老农提额失败，过多久可以重新申请提额,"农行信用卡提额失败后，需要多久才能重新申请提升额度？, 农行信用卡提额失败后，多久之后才可以再次尝试申请提升额度？, 农行信用卡提额失败，隔多久才能再次提交提升额度申请？, 农行信用卡提额失败，隔多久可以再次申请提高额度？, 申请农行信用卡提升额度失败，过多久可以重新发起请求？",7.888523459434509
国旭小额贷款可靠不,"国旭小额贷款是否值得信赖？, 国旭小额贷款是否有隐性费用？, 国旭小额贷款的信用保障如何？, 国旭小额贷款的信誉如何？, 国旭小额贷款的风险评估机制如何？",6.161333829164505
广州市盛融小额贷款股份有限公司是骗子公司吗？,"广州市盛融小额贷款股份有限公司是否是一家可靠的公司？, 广州市盛融小额贷款公司是不是一个不正规的贷款平台？, 广州市盛融小额贷款公司是否能提供正规贷款服务？, 如何确认广州市盛融小额贷款股份有限公司的合法性？, 盛融小额贷款公司是否存在欺诈行为？",6.155313283205032
农业银行APP申请的信用卡要去面签吗,"农业银行申请信用卡后需要去网点面签吗？, 在农业银行申请信用卡通过后，还需去网点面签吗？, 申请农业银行信用卡后，是否必须到指定网点面签？, 农业银行信用卡审核通过后，是否要到网点面签？, 信用卡申请通过后，农业银行是否要求持卡人到网点面签？",7.094513714313507
